PlantSpecies,FungalGenus,PlantFamily,PLANTLIFEHISTORY,FUNGROUP,LOCATION,DOMESTICATED,Plant_Lat,Plant_Long,Fung_Lat,Fung_Long,Soil_Lat,Soil_Long
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
NA,NA,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
nicotiana_tabacum,funneliformis,solanaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
vitis_vinifera,rhizophagus,vitaceae,perennial,nonNforb,field,DOMESTICATED,37.056456,35.359436,40.760778,-111.891047,NA,NA
vitis_vinifera,rhizophagus,vitaceae,perennial,nonNforb,field,DOMESTICATED,37.056456,35.359436,40.760778,-111.891047,NA,NA
vitis_vinifera,rhizophagus,vitaceae,perennial,nonNforb,field,DOMESTICATED,37.056456,35.359436,40.760778,-111.891047,NA,NA
vitis_vinifera,rhizophagus,vitaceae,perennial,nonNforb,field,DOMESTICATED,37.056456,35.359436,40.760778,-111.891047,NA,NA
plectranthus_barbatus,claroideoglomus,lamiaceae,perennial,nonNforb,lab,WILD,13.076703,77.577361,40.760778,-111.891047,NA,NA
triticum_aestivum,rhizophagus,poaceae,annual_biennial,C3grass,field,DOMESTICATED,NA,NA,40.760778,111.891047,46.972089,118.615264
triticum_aestivum,rhizophagus,poaceae,annual_biennial,C3grass,field,DOMESTICATED,NA,NA,40.760778,111.891047,46.972089,118.615264
alnus_acuminata,rhizophagus,betulaceae,perennial,Nfixwood,lab,WILD,9.889661,83.653894,40.760778,111.891047,NA,NA
acacia_holosericea,pisolithus,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
acacia_holosericea,pisolithus,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
acacia_holosericea,pisolithus,fabaceae,perennial,Nfixwood,lab,NA,NA,NA,NA,NA,NA,NA
alnus_acuminata,rhizophagus,betulaceae,perennial,Nfixwood,lab,WILD,9.889661,83.653894,40.760778,111.891047,NA,NA
alnus_acuminata,rhizophagus,betulaceae,perennial,Nfixwood,lab,WILD,9.889661,83.653894,40.760778,111.891047,NA,NA
conyza_bilbaoana,rhizophagus,asteraceae,annual_biennial,nonNforb,lab,WILD,40.775,8.584444,40.775,8.584444,40.775,8.584444
conyza_bilbaoana,funneliformis,asteraceae,annual_biennial,nonNforb,lab,WILD,40.775,8.584444,40.775,8.584444,40.775,8.584444
conyza_bilbaoana,funneliformis,asteraceae,annual_biennial,nonNforb,lab,WILD,40.775,8.584444,40.775,8.584444,40.775,8.584444
conyza_bilbaoana,rhizophagus,asteraceae,annual_biennial,nonNforb,lab,WILD,40.775,8.584444,40.775,8.584444,40.775,8.584444
bouteloua_gracilis,NA,poaceae,perennial,C4grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
bouteloua_gracilis,NA,poaceae,perennial,C4grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
bouteloua_gracilis,NA,poaceae,perennial,C4grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
bouteloua_gracilis,NA,poaceae,perennial,C4grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
elymus_elymoides,NA,poaceae,perennial,C3grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
elymus_elymoides,NA,poaceae,perennial,C3grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
elymus_elymoides,NA,poaceae,perennial,C3grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
elymus_elymoides,NA,poaceae,perennial,C3grass,lab,WILD,Unknown,Unknown,40.8333333,104.716667,40.8333333,104.716667
quercus_ilex,tuber,fagaceae,perennial,nonNwood,lab,NA,39.693794,-0.446803,40.842819,-1.8828,NA,NA
quercus_ilex,tuber,fagaceae,perennial,nonNwood,lab,NA,39.693794,-0.446803,40.842819,-1.8828,NA,NA
andropogon_gerardii,NA,poaceae,perennial,C4grass,lab,WILD,NA,NA,NA,NA,NA,NA
andropogon_gerardii,NA,poaceae,perennial,C4grass,lab,WILD,NA,NA,NA,NA,NA,NA
andropogon_gerardii,NA,poaceae,perennial,C4grass,lab,WILD,NA,NA,NA,NA,NA,NA
andropogon_gerardii,NA,poaceae,perennial,C4grass,lab,WILD,NA,NA,NA,NA,NA,NA
andropogon_gerardii,NA,poaceae,perennial,C4grass,lab,WILD,NA,NA,NA,NA,NA,NA
andropogon_gerardii,NA,poaceae,perennial,C4grass,lab,WILD,NA,NA,NA,NA,NA,NA
andropogon_gerardii,NA,poaceae,perennial,C4grass,lab,WILD,NA,NA,NA,NA,NA,NA
pinus_halepensis,tuber,pinaceae,perennial,nonNwood,lab,NA,39.470239,-0.376805,40.842819,-1.8828,NA,NA
quercus_faginea,tuber,fagaceae,perennial,nonNwood,lab,NA,43.18284,-3.987843,40.842819,-1.8828,NA,NA
quercus_petraea,tuber,fagaceae,perennial,nonNwood,lab,NA,43.18284,-3.987843,40.842819,-1.8828,NA,NA
osteomeles_anthyllidifolia,NA,rosaceae,perennial,nonNwood,lab,WILD,20.8,-156.333333,41.434444,-71.4625,,
cucumis_sativus,funneliformis,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cucumis_sativus,rhizophagus,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cucumis_sativus,funneliformis,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cucumis_sativus,scutellospora,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
cucumis_sativus,glomus,cucurbitaceae,annual_biennial,nonNforb,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
osteomeles_anthyllidifolia,NA,rosaceae,perennial,nonNwood,lab,WILD,20.8,-156.333333,41.434444,-71.4625,,
osteomeles_anthyllidifolia,NA,rosaceae,perennial,nonNwood,lab,WILD,20.8,-156.333333,41.434444,-71.4625,,
psidium_cattleianum,NA,myrtaceae,perennial,nonNwood,lab,WILD,21.308889,-157.826111,41.434444,-71.4625,,
eleusine_coracana,rhizophagus,poaceae,annual_biennial,C4grass,lab,DOMESTICATED,NA,NA,NA,NA,NA,NA
elymus_canadensis,NA,poaceae,perennial,C3grass,lab,WILD,NA,NA,NA,NA,NA,NA
elymus_canadensis,NA,poaceae,perennial,C3grass,lab,WILD,NA,NA,NA,NA,NA,NA
elymus_canadensis,NA,poaceae,perennial,C3grass,lab,WILD,NA,NA,NA,NA,NA,NA
elymus_canadensis,NA,poaceae,perennial,C3grass,lab,WILD,NA,NA,NA,NA,NA,NA
elymus_canadensis,NA,poaceae,perennial,C3grass,lab,WILD,NA,NA,NA,NA,NA,NA
elymus_canadensis,NA,poaceae,perennial,C3grass,lab,WILD,NA,NA,NA,NA,NA,NA
elymus_canadensis,NA,poaceae,perennial,C3grass,lab,WILD,NA,NA,NA,NA,NA,NA
psidium_cattleianum,NA,myrtaceae,perennial,nonNwood,lab,WILD,21.308889,-157.826111,41.434444,-71.4625,,
pinus_pinea,scleroderma,pinaceae,perennial,nonNwood,lab,NA,41.816667,1.466667,41.816667,1.466667,NA,NA
pinus_pinea,rhizopogon,pinaceae,perennial,nonNwood,lab,NA,41.816667,1.466667,41.816667,1.466667,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,descolea,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_diversicolor,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,scutellospora,myrtaceae,perennial,nonNwood,lab,WILD,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,acaulospora,myrtaceae,perennial,nonNwood,lab,WILD,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,rhizophagus,myrtaceae,perennial,nonNwood,lab,WILD,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,chondrogaster,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,rhizopogon,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,amanita,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,amanita,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,amanita,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,amanita,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hysterangium,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hysterangium,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hysterangium,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hysterangium,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hymenogaster,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,descomyces,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,protoglossum,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,zelleromyces,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,zelleromyces,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,zelleromyces,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,octaviania,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hydnangium,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hydnangium,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,setchelliogaster,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,scleroderma,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,scleroderma,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,scleroderma,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,scleroderma,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,scleroderma,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,cortinarius,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hymenogaster,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,hebeloma,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
eucalyptus_globulus,laccaria,myrtaceae,perennial,nonNwood,lab,NA,NA,NA,NA,NA,NA,NA
